neighbourhood_code,heat_source_code,heat_source_name,distance_in_m
BU03560700,HTHP0092,Eneco Merwedekanaal,5923.394307079885
BU03560800,HTHP0082,Nuon Nieuwegein,3294.307175339313
BU03561000,HTHP0092,Eneco Merwedekanaal,9211.973109322756
BU03561200,HTHP0082,Nuon Nieuwegein,2655.153708800084
BU03561400,HTHP0092,Eneco Merwedekanaal,8170.418459523634
BU03562400,HTHP0092,Eneco Merwedekanaal,8042.438025181852
BU04820502,LTHP0161,Dataplace Rotterdam,435.86667397285225
BU04891735,HTHP0088,EOn Benelux NV Galileistraat,8208.129169636019
BU04895080,LTHP0004,RWZI   Barendrecht,217.5746182831297
BU05020444,LTHP0109,RWZI   Groenedijk,159.18832311201092
BU05020770,HTHP0094,EON Centrale RoCa,649.2153186855542
BU05020771,HTHP0094,EON Centrale RoCa,1237.621180920929
BU05020772,HTHP0094,EON Centrale RoCa,1040.4230337853728
BU05020773,HTHP0094,EON Centrale RoCa,1078.6244238074426
BU05020775,HTHP0094,EON Centrale RoCa,1461.121592199543
BU05020776,HTHP0094,EON Centrale RoCa,1657.10320789489
BU05020777,HTHP0094,EON Centrale RoCa,1948.8976951060645
BU05020778,HTHP0094,EON Centrale RoCa,2155.2105717743098
BU05020779,HTHP0094,EON Centrale RoCa,2353.9961068989937
BU05020881,HTHP0094,EON Centrale RoCa,387.96608853976073
BU05020884,HTHP0094,EON Centrale RoCa,1509.4980691093415
BU05020886,HTHP0094,EON Centrale RoCa,1153.1942770454798
BU05020887,HTHP0094,EON Centrale RoCa,1704.8414705516834
BU05020888,HTHP0094,EON Centrale RoCa,2067.922505756083
BU05020889,HTHP0094,EON Centrale RoCa,1573.0129844597404
BU05020991,HTHP0051,IHC Krimpen Shipyard BV,2386.6522714221937
BU05020992,HTHP0051,IHC Krimpen Shipyard BV,2020.881194118121
BU05020993,HTHP0051,IHC Krimpen Shipyard BV,1845.0017511653084
BU05031406,HTHP0039,DSM Delft Permit BV,1810.5641837055937
BU05031601,HTHP0039,DSM Delft Permit BV,1486.3127928915776
BU05059801,HTHP0001,DRSH Zuiveringsslib N V,1076.0775445141269
BU05184002,HTHP0103,WSW Capturam Geothermie,6432.535472429894
BU05184208,HTHP0039,DSM Delft Permit BV,3572.3230673009507
BU05990110,HTHP0094,EON Centrale RoCa,6393.712261379538
BU05990113,HTHP0088,EOn Benelux NV Galileistraat,3169.8171373040923
BU05990329,HTHP0088,EOn Benelux NV Galileistraat,1839.750921944793
BU05990845,HTHP0051,IHC Krimpen Shipyard BV,3188.816073387595
BU05991017,HTHP0084,Eon Laurensplaat Delfsevaart,1739.6199410933796
BU05991466,HTHP0094,EON Centrale RoCa,1536.6463048855712
BU05991467,HTHP0094,EON Centrale RoCa,829.6664988308528
BU05991468,HTHP0094,EON Centrale RoCa,3461.9297637421914
BU05991926,HTHP0056,Air Liquide Pergen VOF,4585.846954816447
BU06060101,HTHP0088,EOn Benelux NV Galileistraat,1884.64732728311
BU06100109,HTHP0001,DRSH Zuiveringsslib N V,1285.3765269544074
BU06420401,HTHP0029,Ashland Industries Nederland BV,1369.3203166654994
BU07180403,HTHP0060,Eastman Chemical Middelburg BV,6436.25742611069
BU16211321,HTHP0094,EON Centrale RoCa,5905.594841486131
BU19260225,HTHP0039,DSM Delft Permit BV,4076.2098101722063
BU19301003,LTHP0035,W_Gemaal_1194,402.79531245654897
BU03212058,LTHP0086,Rovitech ICT BV,506.5173831400731
BU05031300,HTHP0039,DSM Delft Permit BV,356.7435808623801
BU03441021,LTHP0011,RWZI   De Meern,923.2909033075293
BU03130011,LTHP0268,Mayonna BV,1210.917592925506
BU19300603,HTHP0047,Aluminium en Chemie Rotterdam BV,3299.880469063986
BU05184110,LTHP0339,Menken Van den Assem Fresh Food BV,663.378726013951
BU03212060,LTHP0051,RWZI   Houten,980.7066661274918
BU03441023,LTHP0011,RWZI   De Meern,399.466546969714
BU19301004,LTHP0035,W_Gemaal_1194,627.3968727641487
BU05183131,HTHP0076,EOn Centrale Den Haag,1078.6433216899684
BU03440953,LTHP0106,RAM Infotechnology  Utrecht,256.0616926261446
BU05182762,HTHP0076,EOn Centrale Den Haag,2641.5924071621716
BU03212062,LTHP0087,Telecom  Paper BV,688.2092349999444
BU05184418,LTHP0217,Vodafone  Leidschenveen,471.6016444281918
BU05020885,LTHP0175,InterBox Internet  Capelle a d Ijssel,25.302531260569708
BU19040116,LTHP0221,Eurofiber   Eurofiber Datacenter Utrecht,445.0917266366197
BU03400503,LTHP0129,A H  Bunnik BV,726.6654875516676
BU17830161,LTHP0222,Greenhouse Datacenters B V,671.644124883163
BU03550508,LTHP0220,Interoute  Soesterberg  Soesterberg,1095.979614344844
BU05184211,LTHP0339,Menken Van den Assem Fresh Food BV,843.4272048166165
BU03072502,LTHP0164,Tele2  POP   Amersfoort  Amersfoort,803.2568317192348
BU06031064,LTHP0402,RWZI   Harnaschpolder,897.14442272311
BU03441022,LTHP0011,RWZI   De Meern,1107.568734812844
BU03070503,HTHP0008,biomassaketel_deIsselt,1914.5288001287227
BU05184419,LTHP0217,Vodafone  Leidschenveen,1023.8845711715063
BU05990531,HTHP0094,EON Centrale RoCa,6888.8129417646915
BU03440931,LTHP0115,WRK I,677.51069801139
BU06320204,LTHP0104,Pincode Telenet BV,1284.6728540857273
BU05990532,HTHP0094,EON Centrale RoCa,7657.96848284154
BU03450105,LTHP0150,De Indruk Internetcommunicatie BV,1558.4148929382147
BU06420106,HTHP0031,Sime Darby Unimills BV,2802.420511550634
BU06031082,HTHP0039,DSM Delft Permit BV,1808.0052461510074
BU05050606,HTHP0002,HVC Afvalcentrale Dordrecht,660.4755222873879
BU03100303,HTHP0024,Eneco HWC Overvecht,6800.972268588312
BU05050602,HTHP0050,Chemours Netherlands BV,2528.562098221191
BU05120800,LTHP0149,Promelca BV,104.29996494005073
BU16760007,LTHP0336,Zeelandia H J  Doeleman BV,1396.0619831275374
BU06060308,HTHP0088,EOn Benelux NV Galileistraat,2941.420886679759
BU03960202,HTHP0025,Nuon Power Generation BV Velsen,5642.018278511552
BU03561800,LTHP0033,W_Gemaal_999,1327.7445622749408
BU06060302,HTHP0056,Air Liquide Pergen VOF,3311.871715173447
BU06060106,HTHP0056,Air Liquide Pergen VOF,4694.638296698608
BU06060301,HTHP0056,Air Liquide Pergen VOF,3186.288551390733
BU05184317,LTHP0217,Vodafone  Leidschenveen,139.8388256921446
BU06420309,HTHP0031,Sime Darby Unimills BV,2343.9587978043014
BU03070100,HTHP0007,biomassaketel_deHoef,2802.3827601339854
BU19041201,LTHP0221,Eurofiber   Eurofiber Datacenter Utrecht,556.9398809892683
BU03440123,HTHP0092,Eneco Merwedekanaal,1632.8595724028091
BU05020882,HTHP0094,EON Centrale RoCa,807.590360738648
BU03212061,LTHP0086,Rovitech ICT BV,402.21828797465673
BU03440611,HTHP0024,Eneco HWC Overvecht,2579.866847793607
BU05991571,HTHP0056,Air Liquide Pergen VOF,8105.677665826889
BU05020883,HTHP0094,EON Centrale RoCa,1104.0822029573644
BU03440414,HTHP0024,Eneco HWC Overvecht,1415.5801110948169
BU03440231,HTHP0092,Eneco Merwedekanaal,957.844633422813
BU05990324,HTHP0094,EON Centrale RoCa,8666.91261364587
BU03440531,HTHP0024,Eneco HWC Overvecht,4102.161165198771
BU05990119,HTHP0051,IHC Krimpen Shipyard BV,7225.59369456294
BU03070501,HTHP0008,biomassaketel_deIsselt,3072.9044989295226
BU05990325,HTHP0056,Air Liquide Pergen VOF,7221.138214817813
BU05990661,HTHP0094,EON Centrale RoCa,6148.96073656367
BU06420502,HTHP0031,Sime Darby Unimills BV,1353.2224955215227
BU06320301,LTHP0223,Switch Datacenters   Woerden,440.16516480204643
BU06060107,HTHP0078,Rijnmond Energie,4813.149939469206
BU05990516,HTHP0094,EON Centrale RoCa,6981.306900930851
BU05181785,HTHP0103,WSW Capturam Geothermie,6430.135560271899
BU06640108,LTHP0188,Alticom Goes,879.3173695414662
BU03440411,HTHP0092,Eneco Merwedekanaal,2778.5515863965975
BU06640779,HTHP0072,Zeeland Refinery NV,9908.365285370412
BU05990534,HTHP0094,EON Centrale RoCa,6290.559953927276
BU03440612,HTHP0092,Eneco Merwedekanaal,2892.803714958746
BU05990327,HTHP0037,Maasstroom Energie CV,5822.316455957216
BU05990320,HTHP0075,Shell Nederland Raffinaderij BV,8717.163760993808
BU03440623,HTHP0092,Eneco Merwedekanaal,3283.118352810241
BU06220303,HTHP0068,Biopetrol Rotterdam BV,1678.8241413761943
BU05991572,HTHP0094,EON Centrale RoCa,9212.596017966685
BU06031084,LTHP0241,Service Point Nederland BV,752.9324457059248
BU04820105,LTHP0160,Datapark Nederland  Alblasserdam,752.2556937566544
BU03960503,HTHP0025,Nuon Power Generation BV Velsen,5676.122898718876
BU05990118,HTHP0094,EON Centrale RoCa,7985.269599526117
BU03420705,LTHP0220,Interoute  Soesterberg  Soesterberg,1432.6781285764196
BU03621203,LTHP0252,Martinez Chocolade BV,768.5792590577978
BU05050107,HTHP0031,Sime Darby Unimills BV,1806.606531820306
BU05121000,HTHP0028,Promelca BV Gorinchem,1704.6316410618
BU03530014,LTHP0089,Proximedia Nederland BV,454.9625820028194
BU05990323,HTHP0075,Shell Nederland Raffinaderij BV,8071.990207714
BU04370007,LTHP0202,Colt   Duivendrecht,1603.2881350676091
BU03440625,HTHP0092,Eneco Merwedekanaal,3573.8457713985686
BU05183284,HTHP0103,WSW Capturam Geothermie,8122.259676518152
BU03440415,HTHP0092,Eneco Merwedekanaal,3177.2452886242277
BU05050103,HTHP0031,Sime Darby Unimills BV,2314.903799468193
BU05050306,HTHP0050,Chemours Netherlands BV,4859.43990557375
BU03070502,HTHP0008,biomassaketel_deIsselt,4753.457866027597
BU03440626,HTHP0022,WOS_merkesstraat,1474.4659962636215
BU05991082,HTHP0094,EON Centrale RoCa,7298.529620997436
BU05991578,HTHP0075,Shell Nederland Raffinaderij BV,10305.539292219124
BU03440951,LTHP0151,WRK III,880.4832365828789
BU03440624,HTHP0092,Eneco Merwedekanaal,3340.8994200284737
BU17830155,LTHP0222,Greenhouse Datacenters B V,100.20277503180412
BU03440232,HTHP0092,Eneco Merwedekanaal,1082.0332737099345
BU06060103,HTHP0056,Air Liquide Pergen VOF,4620.138735047407
BU03440511,HTHP0092,Eneco Merwedekanaal,3750.4754794194314
BU05990322,HTHP0075,Shell Nederland Raffinaderij BV,8227.769975764717
BU06220102,HTHP0075,Shell Nederland Raffinaderij BV,2803.470648328217
BU06060304,HTHP0078,Rijnmond Energie,3767.4741579170895
BU05031604,HTHP0039,DSM Delft Permit BV,2970.144486459679
BU03440433,HTHP0092,Eneco Merwedekanaal,3665.533841362222
BU06320103,LTHP0223,Switch Datacenters   Woerden,750.3269752331006
BU03440622,HTHP0092,Eneco Merwedekanaal,2942.4680878015956
BU05050100,HTHP0050,Chemours Netherlands BV,4467.343442262583
BU03550405,HTHP0008,biomassaketel_deIsselt,9093.99157838676
BU03440122,HTHP0085,Nuon Kanaalweg,1151.262673115008
BU03440532,HTHP0092,Eneco Merwedekanaal,4474.6346201533615
BU05051902,HTHP0031,Sime Darby Unimills BV,676.9685777946295
BU03450405,LTHP0279,Poeliersbedrijf Brinkhorst BV,680.6902365720387
BU03071706,HTHP0008,biomassaketel_deIsselt,3860.954204102199
BU03620502,HTHP0095,Nuon Power Generation BV Hemweg,9836.66488034487
BU05020223,HTHP0051,IHC Krimpen Shipyard BV,1930.0898606721148
BU05020666,HTHP0094,EON Centrale RoCa,1711.97783968708
BU03750004,HTHP0025,Nuon Power Generation BV Velsen,2123.325723609829
BU19301601,HTHP0058,Air Products Nederland BV Pernis,1959.7667522474821
BU05991574,HTHP0075,Shell Nederland Raffinaderij BV,9097.537042089501
BU05050104,HTHP0031,Sime Darby Unimills BV,1200.4860517948325
BU07180102,HTHP0060,Eastman Chemical Middelburg BV,7366.012224955631
BU05050403,HTHP0050,Chemours Netherlands BV,3954.1511438880866
BU03440224,HTHP0092,Eneco Merwedekanaal,1076.6359828765605
BU03440432,HTHP0092,Eneco Merwedekanaal,3915.8459738420506
BU06060203,HTHP0078,Rijnmond Energie,4237.494020664549
BU03440512,HTHP0092,Eneco Merwedekanaal,4111.652321671573
BU03440131,HTHP0092,Eneco Merwedekanaal,1067.7200443414295
BU03440223,HTHP0092,Eneco Merwedekanaal,1454.1192661395394
BU19610201,LTHP0102,Autoscout24 Nederland BV,558.2566375972259
BU03070107,HTHP0008,biomassaketel_deIsselt,3051.393705298376
BU05050501,HTHP0050,Chemours Netherlands BV,3678.178458962626
BU05020441,HTHP0094,EON Centrale RoCa,3437.034952332557
BU05020551,HTHP0051,IHC Krimpen Shipyard BV,3929.6865765442244
BU06420110,HTHP0050,Chemours Netherlands BV,4898.431029107693
BU06420509,HTHP0029,Ashland Industries Nederland BV,1088.1004747932311
BU06420513,HTHP0029,Ashland Industries Nederland BV,904.202547273141
BU06420601,HTHP0029,Ashland Industries Nederland BV,664.2920332434501
BU18920410,HTHP0094,EON Centrale RoCa,3399.220537921309
BU03440521,HTHP0092,Eneco Merwedekanaal,4126.176326292288
BU06420603,HTHP0029,Ashland Industries Nederland BV,1009.6466183531335
BU07150403,HTHP0064,YARA Sluiskil BV,3452.8330156074376
BU05990111,HTHP0075,Shell Nederland Raffinaderij BV,9991.06932654944
BU06220704,HTHP0075,Shell Nederland Raffinaderij BV,6264.505636457606
BU19260227,LTHP0203,Essent Kabelcom  Aagtdorp,778.3444612387207
BU05050102,HTHP0050,Chemours Netherlands BV,4156.964017997386
BU05050504,HTHP0050,Chemours Netherlands BV,2954.919361774139
BU03101002,HTHP0092,Eneco Merwedekanaal,8363.809759224258
BU06420605,HTHP0029,Ashland Industries Nederland BV,911.6836073287529
BU05990457,HTHP0088,EOn Benelux NV Galileistraat,3879.199622878398
BU05050603,HTHP0050,Chemours Netherlands BV,2213.299879243619
BU06100102,HTHP0050,Chemours Netherlands BV,837.8046228531238
BU05990321,HTHP0075,Shell Nederland Raffinaderij BV,8054.938007924099
BU03440124,HTHP0092,Eneco Merwedekanaal,1127.5169055111774
BU05051906,HTHP0031,Sime Darby Unimills BV,891.2883725406766
BU19301704,HTHP0074,Esso Nederland BV Raffinaderij Rotterdam,1344.6613131348777
BU05050109,HTHP0050,Chemours Netherlands BV,3876.146215469971
BU05050507,HTHP0050,Chemours Netherlands BV,3296.8303339831054
BU06220306,HTHP0032,Momentive Specialty Chemicals,1736.8296943441273
BU05181492,HTHP0103,WSW Capturam Geothermie,8383.417231694455
BU03072503,HTHP0007,biomassaketel_deHoef,1396.7838439213922
BU06060102,HTHP0075,Shell Nederland Raffinaderij BV,6316.607966230824
BU05050113,HTHP0050,Chemours Netherlands BV,4247.862473505586
BU07180101,HTHP0060,Eastman Chemical Middelburg BV,7076.25552269446
BU05050506,HTHP0050,Chemours Netherlands BV,3644.3116442837536
BU06060403,HTHP0075,Shell Nederland Raffinaderij BV,5347.0587975607905
BU03440621,HTHP0092,Eneco Merwedekanaal,2452.1592781165323
BU07180701,HTHP0060,Eastman Chemical Middelburg BV,5819.668202276117
BU06420410,HTHP0050,Chemours Netherlands BV,7748.962194990333
BU06420511,HTHP0050,Chemours Netherlands BV,6754.085440832026
BU05050302,HTHP0002,HVC Afvalcentrale Dordrecht,5601.911465501897
BU03550205,HTHP0092,Eneco Merwedekanaal,10197.693947368894
BU05050502,HTHP0002,HVC Afvalcentrale Dordrecht,3925.9325222308225
BU06060402,HTHP0078,Rijnmond Energie,3954.5095701704836
BU04730101,LTHP0226,Interoute  Zandvoort  Zandvoort,486.69200259146504
BU06060704,HTHP0075,Shell Nederland Raffinaderij BV,6586.35576273987
BU07180203,HTHP0060,Eastman Chemical Middelburg BV,6300.481139215832
BU06220801,HTHP0005,AVR Rozenburg,4521.56149537353
BU05050303,HTHP0002,HVC Afvalcentrale Dordrecht,5786.003870970835
BU03070108,HTHP0007,biomassaketel_deHoef,2648.4668361067497
BU03070304,HTHP0007,biomassaketel_deHoef,4465.989886742229
BU05051900,HTHP0050,Chemours Netherlands BV,5286.116464281165
BU05050801,HTHP0002,HVC Afvalcentrale Dordrecht,5570.959085526244
BU19700000,LTHP0315,Friesland Beef BV,621.6936731922873
BU05050101,HTHP0002,HVC Afvalcentrale Dordrecht,5118.066184702087
BU06420311,HTHP0050,Chemours Netherlands BV,6206.038356191745
BU03212056,LTHP0051,RWZI   Houten,759.1120460166068
BU05050114,HTHP0002,HVC Afvalcentrale Dordrecht,4710.478259372
BU03620901,LTHP0155,ABN AMRO Datacenter,237.93549705746278
BU05992194,LTHP0401,RWZI   Dokhaven,1840.8022559178007
BU17830306,HTHP0103,WSW Capturam Geothermie,3561.0182732847843
BU06420701,HTHP0002,HVC Afvalcentrale Dordrecht,8117.02692145942
BU04370002,HTHP0097,Nuon Power Generation BV Diemen,6789.288464811274
BU03270109,HTHP0007,biomassaketel_deHoef,4854.160641698298
BU05990456,HTHP0075,Shell Nederland Raffinaderij BV,9233.871635369964
BU19301002,HTHP0047,Aluminium en Chemie Rotterdam BV,2182.7206730366925
BU06220203,HTHP0005,AVR Rozenburg,3709.409861032157
BU03440114,HTHP0092,Eneco Merwedekanaal,1015.375732412593
BU03440524,HTHP0092,Eneco Merwedekanaal,4224.98323803309
BU03970008,LTHP0289,Van Maanen Verkoop BV,553.8129284367191
BU05050205,HTHP0002,HVC Afvalcentrale Dordrecht,4446.028876054957
BU03212055,HTHP0082,Nuon Nieuwegein,4396.812080040797
BU06060405,LTHP0042,Naamloze Vennootschap Linde Gas Benelux,868.1586216754284
BU06270401,LTHP0037,W_Gemaal_983,771.3466408069837
BU05050401,HTHP0002,HVC Afvalcentrale Dordrecht,4997.279257181763
BU05992196,HTHP0056,Air Liquide Pergen VOF,2697.0299016038693
BU03440811,HTHP0092,Eneco Merwedekanaal,3154.4669567910078
BU03530001,HTHP0016,Biowarmte Installatie Lage Weide,9366.771067352316
BU03440212,HTHP0092,Eneco Merwedekanaal,1968.4614775714879
BU19040118,HTHP0093,Eneco Lage Weide,4736.506395703248
BU03440421,HTHP0092,Eneco Merwedekanaal,3380.4719002355337
BU05990843,HTHP0084,Eon Laurensplaat Delfsevaart,3013.3096027391866
BU06870000,HTHP0060,Eastman Chemical Middelburg BV,2116.622876355503
BU05181806,HTHP0103,WSW Capturam Geothermie,7250.5585995102965
BU03440627,HTHP0023,Eneco HWC Nicolaas Beetsstraat,745.5953776859315
BU07180800,HTHP0062,Century Aluminum Vlissingen B V,680.032211094434
BU06220103,HTHP0075,Shell Nederland Raffinaderij BV,3443.299467326745
BU03070303,HTHP0007,biomassaketel_deHoef,3946.5902361331277
BU06060607,HTHP0075,Shell Nederland Raffinaderij BV,5960.1918711597
BU05050106,HTHP0002,HVC Afvalcentrale Dordrecht,5281.886977380508
BU06060303,HTHP0075,Shell Nederland Raffinaderij BV,5502.4139959635995
BU03070204,HTHP0008,biomassaketel_deIsselt,3290.3282254388996
BU03440121,HTHP0016,Biowarmte Installatie Lage Weide,2436.698636692285
BU07180103,HTHP0060,Eastman Chemical Middelburg BV,6843.980646759099
BU03070104,HTHP0080,gas WKK eneco,5108.870632648245
BU03440525,HTHP0085,Nuon Kanaalweg,2002.6063079589003
BU03071003,HTHP0080,gas WKK eneco,4104.293227570767
BU03071801,LTHP0251,Nutreco Nederland BV,472.8604020538397
BU03071700,HTHP0007,biomassaketel_deHoef,3820.9530791983448
BU06220602,HTHP0075,Shell Nederland Raffinaderij BV,5190.573918372882
BU03440132,HTHP0093,Eneco Lage Weide,877.5092951518589
BU05050404,HTHP0002,HVC Afvalcentrale Dordrecht,4368.268972516387
BU06060605,HTHP0075,Shell Nederland Raffinaderij BV,6567.827933490416
BU05051010,HTHP0002,HVC Afvalcentrale Dordrecht,4557.972231070665
BU19040216,HTHP0093,Eneco Lage Weide,9211.871184224268
BU05050301,HTHP0002,HVC Afvalcentrale Dordrecht,5960.1039393370675
BU03440722,HTHP0016,Biowarmte Installatie Lage Weide,4873.825983004746
BU06060202,HTHP0075,Shell Nederland Raffinaderij BV,5752.548105850821
BU03072508,HTHP0007,biomassaketel_deHoef,1362.3710001494794
BU06030854,HTHP0103,WSW Capturam Geothermie,7600.137330430913
BU06060404,HTHP0033,Shell Nederland Chemie BV Pernis,3371.4496260179076
BU03440523,HTHP0016,Biowarmte Installatie Lage Weide,5053.595043876297
BU05181795,HTHP0103,WSW Capturam Geothermie,6916.016038629745
BU05050111,HTHP0002,HVC Afvalcentrale Dordrecht,5437.736508044061
BU06060703,HTHP0075,Shell Nederland Raffinaderij BV,6131.846407172811
BU06060000,HTHP0075,Shell Nederland Raffinaderij BV,6023.905476003488
BU03071302,HTHP0080,gas WKK eneco,5197.763105299965
BU19040117,HTHP0093,Eneco Lage Weide,3741.861918566751
BU05050702,HTHP0002,HVC Afvalcentrale Dordrecht,6683.327417521009
BU06060305,HTHP0075,Shell Nederland Raffinaderij BV,5468.260784172564
BU05050508,HTHP0002,HVC Afvalcentrale Dordrecht,4052.517257074977
BU07180207,HTHP0060,Eastman Chemical Middelburg BV,5864.189392749592
BU04820501,LTHP0160,Datapark Nederland  Alblasserdam,573.547142140728
BU03620805,LTHP0155,ABN AMRO Datacenter,832.3503716694656
BU06420114,HTHP0002,HVC Afvalcentrale Dordrecht,6816.436702647924
BU03071704,LTHP0251,Nutreco Nederland BV,687.853072322043
BU05181481,HTHP0076,EOn Centrale Den Haag,3032.615235109974
BU03440311,HTHP0093,Eneco Lage Weide,3281.444436804486
BU05050108,HTHP0002,HVC Afvalcentrale Dordrecht,4767.328055183605
BU03620902,LTHP0155,ABN AMRO Datacenter,631.9138571295682
BU06220502,HTHP0032,Momentive Specialty Chemicals,3205.087630311312
BU05050904,HTHP0002,HVC Afvalcentrale Dordrecht,5495.9793567348825
BU03450101,HTHP0102,Boxal Netherlands BV,1707.7564173548537
BU05120900,HTHP0028,Promelca BV Gorinchem,1434.294356114148
BU05050110,HTHP0002,HVC Afvalcentrale Dordrecht,5337.385706393467
BU05560202,HTHP0070,Koch HC Partnership BV,3156.3298867976323
BU06220403,HTHP0032,Momentive Specialty Chemicals,1947.7680054086015
BU05560303,HTHP0041,Tronox Pigments Holland BV,2735.6092606281723
BU03440412,HTHP0093,Eneco Lage Weide,2832.9523828410515
BU19300801,HTHP0047,Aluminium en Chemie Rotterdam BV,3479.239465931422
BU03750202,HTHP0025,Nuon Power Generation BV Velsen,2799.174622244443
BU05050510,HTHP0002,HVC Afvalcentrale Dordrecht,3564.794330042479
BU07157600,HTHP0061,Cargill Benelux BV,2876.572828379972
BU03620401,LTHP0155,ABN AMRO Datacenter,812.4281041638706
BU06100301,HTHP0001,DRSH Zuiveringsslib N V,3504.440604653603
BU03440832,HTHP0016,Biowarmte Installatie Lage Weide,3098.185480297463
BU06220604,HTHP0075,Shell Nederland Raffinaderij BV,6017.017118886466
BU06060602,HTHP0075,Shell Nederland Raffinaderij BV,5052.554196952753
BU19300101,LTHP0035,W_Gemaal_1194,357.63052446743
BU03440831,HTHP0016,Biowarmte Installatie Lage Weide,4087.3262874236016
BU06060401,HTHP0075,Shell Nederland Raffinaderij BV,5701.605218013349
BU03550206,HTHP0093,Eneco Lage Weide,10363.868645016055
BU05992295,LTHP0121,RWZI   Hoogvliet,1782.0732211346492
BU03620803,LTHP0155,ABN AMRO Datacenter,687.654064796826
BU04895074,HTHP0051,IHC Krimpen Shipyard BV,5640.335938631935
BU07180100,HTHP0060,Eastman Chemical Middelburg BV,7272.554757758083
BU03440233,HTHP0093,Eneco Lage Weide,1299.5750893197187
BU03440221,HTHP0093,Eneco Lage Weide,2472.348058800922
BU03620101,HTHP0095,Nuon Power Generation BV Hemweg,9809.269958601866
BU03440112,HTHP0016,Biowarmte Installatie Lage Weide,1936.994896766379
BU03270102,LTHP0300,QLIP BV,753.0984753353927
BU05050601,HTHP0002,HVC Afvalcentrale Dordrecht,2249.3465149903973
BU03620201,HTHP0095,Nuon Power Generation BV Hemweg,10116.950333019691
BU05051913,HTHP0002,HVC Afvalcentrale Dordrecht,6949.860793524558
BU03620102,HTHP0095,Nuon Power Generation BV Hemweg,9789.416451661711
BU19300701,HTHP0047,Aluminium en Chemie Rotterdam BV,3597.5617510444677
BU06220603,HTHP0075,Shell Nederland Raffinaderij BV,5638.126370254467
BU05050400,HTHP0002,HVC Afvalcentrale Dordrecht,5067.067847020175
BU18920402,HTHP0094,EON Centrale RoCa,4421.140666808643
BU05181894,HTHP0103,WSW Capturam Geothermie,7690.683783457285
BU06420505,HTHP0002,HVC Afvalcentrale Dordrecht,6632.437937792701
BU05183387,HTHP0103,WSW Capturam Geothermie,6346.114485402925
BU05050800,HTHP0002,HVC Afvalcentrale Dordrecht,5828.526470446071
BU05050505,HTHP0002,HVC Afvalcentrale Dordrecht,3362.5653943288394
BU06220204,HTHP0005,AVR Rozenburg,3268.7368866340776
BU06220201,HTHP0005,AVR Rozenburg,2791.6798431498496
BU03440823,HTHP0016,Biowarmte Installatie Lage Weide,3148.8772596735753
BU03620303,LTHP0154,ABN AMRO Datacenter,391.66982971473107
BU06060603,HTHP0075,Shell Nederland Raffinaderij BV,6151.442064291514
BU19300202,HTHP0047,Aluminium en Chemie Rotterdam BV,2288.5141880631277
